,Name,Total
3594,Torrejón,157.0
3595,Rogerinho,234.0
3596,Zhang Xizhe,217.0
3597,Vítor Gomes,189.0
3598,R. van La Parra,219.0
3599,V. Le Goff,214.0
3600,Albentosa,125.0
3601,S. Khaoui,209.0
3602,H. Goitom,178.0
3603,T. Howard,155.0
3604,C. Obasi,215.0
3605,G. Fofana,191.0
3606,L. Andersen,232.0
3607,D. Linsmayer,197.0
3608,M. Goicoechea,150.0
3609,Dankler,149.0
3610,J. Arango,211.0
3611,C. Chimino,217.0
3612,A. Traoré,203.0
3613,S. Viera,154.0
3614,L. Montes,217.0
3615,J. Garro,224.0
3616,A. Warda,209.0
3617,Varela,220.0
3618,M. Cuisance,229.0
3619,J. Mercier,207.0
3620,E. Hallfreðsson,185.0
3621,T. Sušić,193.0
3622,E. Gnahoré,198.0
3623,N. Bertolo,210.0
3624,K. Nordfeldt,183.0
3625,R. Varga,227.0
3626,S. Yago,203.0
3627,Hugo Rubiães,226.0
3628,J. Okore,198.0
3629,Y. Bammou,200.0
3630,B. Caicedo,239.0
3631,A. Silbeira,168.0
3632,N. Powell,211.0
3633,O. Alanís,145.0
3634,Carleto Costinha,233.0
3635,R. Williams,189.0
3636,G. Charbonnier,174.0
3637,J. Egan,193.0
3638,L. Olaza,204.0
3639,M. Kosanović,170.0
3640,F. Cerro,212.0
3641,S. Naismith,227.0
3642,Mauro Riboas,214.0
3643,Rafael Lopes,204.0
3644,David García,177.0
3645,A. Mosquera,215.0
3646,O. Idrissi,225.0
3647,Yu Hanchao,227.0
3648,Hong Jeong Ho,209.0
3649,M. Schmiedebach,217.0
3650,S. Badji,200.0
3651,R. Gómez,237.0
3652,D. Limnios,221.0
3653,René,181.0
3654,S. Scuffet,178.0
3655,J. Rinne,162.0
3656,L. Agbenyenu,229.0
3657,Marcão,191.0
3658,J. Sala,211.0
3659,A. Bamba,226.0
3660,R. Quioto,232.0
3661,Santi da Bruma,260.0
3662,Y. En-Nesyri,213.0
3663,S. Jung,211.0
3664,R. Matos,219.0
3665,Thiago Alminxa,216.0
3666,J. Lucumi,224.0
3667,T. Chevalier,222.0
3668,S. Polter,193.0
3669,M. Møller Dæhli,235.0
3670,O. Boumal,229.0
3671,K. Boyd,177.0
3672,Douglas,231.0
3673,M. Malyshev,218.0
3674,M. Zaracho,236.0
3675,M. Shaparenko,201.0
3676,J. Boye,216.0
3677,V. Regini,208.0
3678,H. Martín,239.0
3679,C. Galano,254.0
3680,Cristian Lodeira,247.0
3681,Josué Sá,182.0
3682,L. Menossi,248.0
3683,Adrián Marín,206.0
3684,Aleñá,224.0
3685,D. Maresic,187.0
3686,O. Lewicki,214.0
3687,P. Bernardoni,105.0
3688,Walter Silvieiro,200.0
3689,M. Waghorn,195.0
3690,D. Álvarez,228.0
3691,M. Castagnetti,216.0
3692,A. Davies,241.0
3693,L. Mabiala,139.0
3694,Y. Abdelhamid,156.0
3695,P. Rubio,215.0
3696,C. Strandberg,202.0
3697,A. Shabanov,179.0
3698,G. Brugman,229.0
3699,Josué da Feira,210.0
3700,C. Pinsoglio,141.0
3701,W. Foderingham,177.0
3702,D. Arias,217.0
3703,D. Bouanga,216.0
3704,M. Olunga,187.0
3705,Murilo,231.0
3706,T. Trybull,200.0
3707,I. Kiese Thelin,178.0
3708,T. Cardona,174.0
3709,C. Fassnacht,221.0
3710,Y. Ouattara,242.0
3711,Quique,232.0
3712,M. Günok,176.0
3713,T. Kalas,208.0
3714,A. Briançon,187.0
3715,S. Abdullahi,217.0
3716,L. Štetina,191.0
3717,K. Kerschbaumer,211.0
3718,J. Tallo,204.0
3719,P. Díaz,210.0
3720,C. Gruezo,206.0
3721,P. Gallese,155.0
3722,J. Morrison,200.0
3723,J. Foyth,216.0
3724,D. Villalva,232.0
3725,B. Acosta,236.0
3726,R. Vargas,214.0
3727,M. Ducksch,201.0
3728,N. Asare,214.0
3729,J. Gressel,200.0
3730,T. Oar,232.0
3731,Fernando Bob,200.0
3732,C. Bernardi,224.0
3733,H. Dalsgaard,211.0
3734,G. Barry,144.0
3735,J. Bottinelli,130.0
3736,D. Dibusz,116.0
3737,I. Diomandé,199.0
3738,Y. Al Shahrani,235.0
3739,N. Boilesen,215.0
3740,S. Ben Youssef,154.0
3741,G. Sara,142.0
3742,J. Otero,232.0
3743,A. Biyogo Poko,222.0
3744,L. Castellanos,155.0
3745,N. Maraš,199.0
3746,T. Letschert,199.0
3747,F. Fontanini,152.0
3748,A. Hruška,125.0
3749,Martos,192.0
3750,J. Jeanvier,211.0
3751,J. Tagueu,214.0
3752,C. Terzi,148.0
3753,I. Piris,240.0
3754,S. Moreira,214.0
3755,Aketxe,216.0
3756,S. Rieks,224.0
3757,F. Moubandje,207.0
3758,P. Ankersen,228.0
3759,C. Falletti,229.0
3760,Allano,223.0
3761,J. Morávek,196.0
3762,C. Riaño,220.0
3763,Aythami Artiles,154.0
3764,J. Risdon,198.0
3765,E. Alioski,231.0
3766,C. Robinson,235.0
3767,S. Bastien,220.0
3768,João Talocha,203.0
3769,J. Pollersbeck,114.0
3770,M. Abeid,198.0
3771,M. Rzatkowski,231.0
3772,Marcão,182.0
3773,Álvaro,212.0
3774,B. Perlaza,174.0
3775,R. Sallai,211.0
3776,B. Kamara,193.0
3777,T. Beugelsdijk,145.0
3778,G. Giménez,188.0
3779,K. Lafferty,204.0
3780,L. Díaz,240.0
3781,L. Benito,224.0
3782,Raúl Lizoain,183.0
3783,L. Reyes,220.0
3784,P. Bardsley,196.0
3785,Jonas Damasto,217.0
3786,P. Da Silva,161.0
3787,M. Rodríguez,245.0
3788,J. Hugill,196.0
3789,Thiago Cionek,196.0
3790,A. Struna,195.0
3791,R. Salinas,202.0
3792,Salva Sevilla,171.0
3793,Y. Bissouma,212.0
3794,M. Rohdén,221.0
3795,M. Demir,224.0
3796,D. Lezcano,228.0
3797,J. Puncheon,203.0
3798,M. Abarhoun,173.0
3799,W. Owusu,198.0
3800,Rúben Fernandes,195.0
3801,E. López,214.0
3802,O. Rivero,216.0
3803,Joshuando Sá,198.0
3804,L. Martínez,182.0
3805,O. Şişmanoğlu,211.0
3806,A. Zaldívar,214.0
3807,D. Guzman,202.0
3808,J. Jones,227.0
3809,J. Güemez,199.0
3810,Jeff Meirson,203.0
3811,Camacho,234.0
3812,Nuno da Costa,223.0
3813,T. Zengin,134.0
3814,B. Jeannot,213.0
3815,M. Oikonomou,153.0
3816,P. Stojanović,212.0
3817,B. Sarmiento,243.0
3818,J. Hamad,236.0
3819,A. Al Habsi,175.0
3820,L. Miranda,228.0
3821,R. Holzhauser,163.0
3822,Dani Giménez,145.0
3823,Maycon,206.0
3824,H. Kiyotake,219.0
3825,D. Maroh,177.0
3826,E. Şen,200.0
3827,K. Onisiwo,208.0
3828,S. Juklerød,233.0
3829,P. Stenzel,200.0
3830,M. Camara,196.0
3831,Douglas,187.0
3832,D. Le Tallec,201.0
3833,R. Gosens,214.0
3834,R. Bobadilla,194.0
3835,K. Wolze,226.0
3836,C. Basham,192.0
3837,J. Cabot,240.0
3838,Gonçalo Silva,185.0
3839,C. Arboleda,250.0
3840,G. Lajud,148.0
3841,Unai Simón,144.0
3842,C. Knasmüllner,230.0
3843,L. Lollo,140.0
3844,A. Milić,153.0
3845,Ronaldo Vieira,219.0
3846,S. Bahoken,216.0
3847,Ontiveros,214.0
3848,N. Höfler,197.0
3849,K. Acosta,227.0
3850,Kwoun Sun Tae,179.0
3851,A. Çamdalı,185.0
3852,B. Linssen,224.0
3853,M. Trotta,200.0
3854,J. Dezi,210.0
3855,Choi Chul Soon,220.0
3856,Danilo,228.0
3857,J. Savarino,244.0
3858,M. Zeman,239.0
3859,N. Baker,167.0
3860,M. Saymak,218.0
3861,Yeom Ki Hun,209.0
3862,J. Murphy,224.0
3863,E. Prib,214.0
3864,L. Phiri,224.0
3865,Jubal,180.0
3866,A. Cubas,235.0
3867,Luismi,187.0
3868,A. Adnan,220.0
3869,Diogo Gonçalves,230.0
3870,Rui Fonte,211.0
3871,J. Bennett,218.0
3872,S. Ortega,161.0
3873,B. Białkowski,160.0
3874,Ricardo Ryller,199.0
3875,J. Börner,186.0
3876,Fran Mérida,195.0
3877,Tito,208.0
3878,S. Sensi,202.0
3879,A. Weimann,229.0
3880,Fernando Canesín,238.0
3881,I. Runje,151.0
3882,Vigaray,213.0
3883,P. Olayinka,218.0
3884,R. Delgado,200.0
3885,J. Wiland,110.0
3886,V. Figueroa,231.0
3887,Chiquinho,230.0
3888,C. Trimmel,216.0
3889,S. Lletget,217.0
3890,C. Jullien,192.0
3891,O. Alderete,206.0
3892,A. Saelemaekers,225.0
3893,M. Vrančić,198.0
3894,J. Uronen,209.0
3895,K. Schindler,225.0
3896,Sin Jin Ho,188.0
3897,L. Haraslín,236.0
3898,A. Fiola,214.0
3899,X. Schlager,243.0
3900,N. Jelavić,136.0
3901,T. Ben Haim,238.0
3902,Clinton Mata,237.0
3903,S. Hutchinson,195.0
3904,J. Russell,219.0
3905,S. Uçan,222.0
3906,Renato Neto,171.0
3907,J. Meram,239.0
3908,Jorge Miramón,205.0
3909,A. Murgia,180.0
3910,I. Ávila,230.0
3911,T. Kaminski,168.0
3912,K. Zohore,176.0
3913,L. Ceppitelli,164.0
3914,Nuno Coelho,204.0
3915,C. Mulgrew,183.0
3916,D. Dwyer,218.0
3917,J. Carrizo,183.0
3918,F. Peluso,183.0
3919,M. van der Werff,179.0
3920,M. Piedrahita,225.0
3921,V. Ayala,219.0
3922,R. Alvarado,219.0
3923,D. Rossi,236.0
3924,F. Pisacane,210.0
3925,U. Ćosić,190.0
3926,Sebá,233.0
3927,D. Peralta,154.0
3928,R. Koch,178.0
3929,A. Ghazal,194.0
3930,A. Federici,166.0
3931,David Simón,202.0
3932,M. Oršić,234.0
3933,Alexandre Frandeira,160.0
3934,A. Tettey,202.0
3935,G. Hanley,164.0
3936,Cristian Herrera,186.0
3937,R. Green,163.0
3938,Gelson Dala,245.0
3939,M. Higashiguchi,141.0
3940,Jorge Teixeira,170.0
3941,R. Woods,230.0
3942,S. Martinsson Ngouali,222.0
3943,W. Ángel,160.0
3944,D. Villalpando,217.0
3945,M. Šitum,223.0
3946,T. Carroll,217.0
3947,R. Elliot,168.0
3948,Sergio Sánchez,196.0
3949,I. Cofie,215.0
3950,S. Byram,221.0
3951,M. Cauteruccio,209.0
3952,K. Molino,225.0
3953,L. Ariaudo,176.0
3954,P. Klingmann,200.0
3955,M. Thuram,212.0
3956,Y. Cahuzac,178.0
3957,Elustondo,186.0
3958,S. Downing,208.0
3959,L. Immers,171.0
3960,C. Menéndez,199.0
3961,Vágner Corraldo,230.0
3962,Luso,202.0
3963,C. Mavinga,205.0
3964,F. Melchiorri,214.0
3965,T. Doumbia,208.0
3966,A. Trondsen,224.0
3967,Sivera,179.0
3968,Allison Sireo,174.0
3969,Z. Stieber,215.0
3970,S. Berahino,206.0
3971,O. Skúlason,192.0
3972,L. Koutris,230.0
3973,M. Pektemek,214.0
3974,R. Schüller,195.0
3975,Sergio Herrera,152.0
3976,E. Kawashima,175.0
3977,L. Memushaj,236.0
3978,E. Fernandes,198.0
3979,M. Valenzuela,225.0
3980,H. Lansbury,195.0
3981,A. Gunn,153.0
3982,A. Kamara,210.0
3983,R. Riou,168.0
3984,Jung Sung Ryong,125.0
3985,A. Caracciolo,204.0
3986,Ewandro,220.0
3987,G. Holtmann,228.0
3988,Erik Morán,165.0
3989,Tobias Figueiredo,168.0
3990,I. Rossi,203.0
3991,Miltisco Paulino,190.0
3992,P. Brlek,219.0
3993,G. Bettini,213.0
3994,R. Kent,241.0
3995,Jordi Calavera,223.0
3996,M. Lešković,177.0
3997,G. Friend,200.0
3998,S. Aydoğdu,201.0
3999,S. Gashi,211.0
4000,O. Deschacht,169.0
4001,E. Cecchini,212.0
4002,T. Knipping,169.0
4003,H. Yamaguchi,230.0
4004,V. Aguilera,145.0
4005,J. Cavalli,210.0
4006,L. Pasciuti,234.0
4007,M. Makuszewski,244.0
4008,L. Albertengo,215.0
4009,Serginho,207.0
4010,F. Schnellhardt,228.0
4011,M. Pavone,175.0
4012,T. Goiginger,218.0
4013,K. Beckerman,166.0
4014,Luis García,183.0
4015,Lyanco,173.0
4016,A. Luci,220.0
4017,Luca Sangalli,199.0
4018,S. Ameobi,215.0
4019,J. Price,200.0
4020,Go Yo Han,241.0
4021,O. Hawsawi,209.0
4022,Jaime Romero,223.0
4023,S. Grippo,176.0
4024,F. Chalov,225.0
4025,L. Siligardi,225.0
4026,D. Appiah,219.0
4027,S. Silva,167.0
4028,J. Paterson,237.0
4029,T. Barkhuizen,236.0
4030,I. Bangoura,200.0
4031,S. Memišević,148.0
4032,F. Tabanou,214.0
4033,T. Hoogland,172.0
4034,G. Pezzella,216.0
4035,D. Kolovetsios,186.0
4036,Enric Gallego,188.0
4037,J. Garner,213.0
4038,K. Bonifazi,173.0
4039,Souza,207.0
4040,J. Adéoti,175.0
4041,R. Caroca,215.0
4042,D. Rosero Valencia,195.0
4043,M. Jonjić,198.0
4044,A. Tarek,178.0
4045,O. Fink,178.0
4046,F. Macheda,202.0
4047,M. Duffy,211.0
4048,Y. Chibsah,231.0
4049,T. Schütz,195.0
4050,Rodrigo Becão,174.0
4051,M. Loum,168.0
4052,D. Fletcher,169.0
4053,Vadillo,234.0
4054,P. Klement,222.0
4055,A. Gogia,233.0
4056,A. Cole,210.0
4057,K. Tsimikas,232.0
4058,Mateus,224.0
4059,Babanco,205.0
4060,X. Mercier,224.0
4061,D. Nugent,223.0
4062,N. Fernández,163.0
4063,O. Hernández,239.0
4064,E. Mathoho,160.0
4065,B. Sarr,183.0
4066,A. Sagal,211.0
4067,J. Grimm,179.0
4068,M. Nyatama,194.0
4069,B. Touré,183.0
4070,Diego González,185.0
4071,S. Rosted,174.0
4072,Y. Suzuki,206.0
4073,I. Sacko,224.0
4074,Flavio Paixão,218.0
4075,G. Fernández,200.0
4076,J. Hayes,234.0
4077,T. Ouwejan,211.0
4078,D. Guerrero,170.0
4079,W. Routledge,218.0
4080,C. Paterson,215.0
4081,Hwang Ui Jo,227.0
4082,G. Kvilitaia,205.0
4083,R. Krishna,246.0
4084,T. Castagne,207.0
4085,Léo Jardim,147.0
4086,Heitor Gesse,208.0
4087,L. Majer,216.0
4088,R. Carrera,222.0
4089,B. Celina,224.0
4090,R. Matarrita,223.0
4091,L. Vitale,223.0
4092,R. Gestede,170.0
4093,Pedro López,206.0
4094,J. Lucumi,192.0
4095,W. Endo,196.0
4096,João Bardinho,231.0
4097,F. Barrientos,209.0
4098,P. Glykos,182.0
4099,C. Moritz,200.0
4100,E. Kachunga,220.0
4101,S. Mendoza,238.0
4102,Diego Galo,176.0
4103,Lins,231.0
4104,G. Pegolo,164.0
4105,U. Bulut,160.0
4106,Dani Calvo,175.0
4107,Alam Araújo,207.0
4108,F. Andrijašević,188.0
4109,I. Fiolić,231.0
4110,M. Caire,217.0
4111,C. Adams,234.0
4112,P. Škuletić,164.0
4113,G. Lux,134.0
4114,P. Kieszek,157.0
4115,B. Cortés,154.0
4116,S. Nishikawa,170.0
4117,M. Lustig,172.0
4118,A. Bjelica,196.0
4119,G. Alcoba,169.0
4120,J. Rhodes,198.0
4121,J. Campos,200.0
4122,Borja Lasso,191.0
4123,O. Cabezas,203.0
4124,G. Sunu,208.0
4125,D. Williams,218.0
4126,Nuno Santos,230.0
4127,N. González,224.0
4128,M. Boland,222.0
4129,M. Bianchetti,181.0
4130,G. Celis,207.0
4131,Somália,221.0
4132,Y. El Ghanassy,227.0
4133,E. Finlay,220.0
4134,A. Uchida,212.0
4135,N. Brighenti,208.0
4136,I. Tajouri-Shradi,233.0
4137,S. Abdullahi,216.0
4138,Lionn,209.0
4139,J. Larsson,230.0
4140,T. Pachonik,203.0
4141,F. Bellugou,155.0
4142,Osmar,145.0
4143,S. Motta,213.0
4144,Pau Torres,183.0
4145,André Pereira,191.0
4146,Tiago Sá,132.0
4147,M. Coda,196.0
4148,W. Mesloub,210.0
4149,M. Capuano,197.0
4150,A. Henríquez,133.0
4151,G. Dorrans,198.0
4152,Víctor Díaz,195.0
4153,T. Makino,204.0
4154,J. Mensah,184.0
4155,I. Sylla,207.0
4156,Cyriac,239.0
4157,Bernardo,150.0
4158,P. Gollini,174.0
4159,M. Vlap,216.0
4160,Tiago Pombeira,231.0
4161,Y. Soteldo,231.0
4162,Rafa López,167.0
4163,A. Nocerino,196.0
4164,J. Harper,209.0
4165,R. De Laet,199.0
4166,J. Zimmer,230.0
4167,C. Săpunaru,205.0
4168,Afonso Figueiredo,220.0
4169,J. Omlin,149.0
4170,R. Yaremchuk,204.0
4171,F. Wiedwald,154.0
4172,A. Galabinov,166.0
4173,Maikel Mesa,205.0
4174,B. Garnica,226.0
4175,D. Arslanagic,147.0
4176,H. Henao,203.0
4177,Y. Kashiwa,246.0
4178,J. Gol,212.0
4179,N. Ghilas,193.0
4180,B. McKay,244.0
4181,Carraça,219.0
4182,Adriano Facchini,133.0
4183,A. Callens,202.0
4184,J. Perbet,192.0
4185,M. Antonsson,213.0
4186,Carlitos,207.0
4187,C. Lucchetti,153.0
4188,J. Bostock,204.0
4189,V. Milinković-Savić,143.0
4190,G. Peñalba,170.0
4191,L. Kleinheisler,232.0
4192,R. Aliendro,225.0
4193,L. Seijas,214.0
4194,L. Fuentes,203.0
4195,R. Hassan,230.0
4196,L. Di Plácido,224.0
4197,Heriberto Tavares,230.0
4198,Pulido,155.0
4199,Ewerton,198.0
4200,G. Verón,242.0
4201,O. Boscagli,200.0
4202,C. Jerome,200.0
4203,E. Muñoz,149.0
4204,U. Đerić,194.0
4205,E. Albayrak,222.0
4206,F. Calvo,202.0
4207,F. Costa,214.0
4208,Xavi Torres,186.0
4209,A. Cadavid,140.0
4210,J. Spector,196.0
4211,Felipe,149.0
4212,M. Dijks,181.0
4213,M. Hassen,173.0
4214,M. Bourabia,204.0
4215,L. Hejda,184.0
4216,E. Bergström,176.0
4217,Shikabala,219.0
4218,Aurélio Buta,239.0
4219,C. Penilla,223.0
4220,D. Cools,204.0
4221,D. Muñoz,231.0
4222,G. Sandoval,234.0
4223,Y. Bodiger,177.0
4224,T. Kleindienst,192.0
4225,J. Abella,213.0
4226,U. Emanuelson,229.0
4227,R. Tesche,201.0
4228,B. Nivet,168.0
4229,Léo Jabá,210.0
4230,Paulo Henrique,206.0
4231,Y. Meriah,203.0
4232,A. Soto,211.0
4233,J. Quiñones,231.0
4234,Domingos Duarte,166.0
4235,E. Başsan,221.0
4236,F. Avenatti,157.0
4237,V. Fiorillo,152.0
4238,O. González,171.0
4239,Zheng Zhi,207.0
4240,M. Henriksen,198.0
4241,Paulolettinho,219.0
4242,S. Malezas,171.0
4243,W. Lautoa,199.0
4244,M. Fofana,247.0
4245,J. Cornejo,222.0
4246,J. Duque,206.0
4247,E. Horvath,168.0
4248,J. McClean,221.0
4249,A. Guédioura,197.0
4250,E. Valentini,218.0
4251,J. Šimunović,178.0
4252,C. Kouamé,207.0
4253,N. De Pauw,215.0
4254,Alex das Freitas,203.0
4255,Mossa,215.0
4256,J. Marriott,240.0
4257,J. Riojas,237.0
4258,L. Fröde,168.0
4259,L. Pokorný,175.0
4260,D. Vavro,168.0
4261,M. Bjärsmyr,178.0
4262,Oriol Riera,200.0
4263,M. Maolida,225.0
4264,M. Mostefa,172.0
4265,R. Carrascal,209.0
4266,O. Mangala,216.0
4267,M. Barthelmé,218.0
4268,A. Novikovas,241.0
4269,Ji Dong Won,209.0
4270,R. Rúnarsson,150.0
4271,D. Rotariu,222.0
4272,Paulinho,226.0
4273,Juan Carlos,211.0
4274,M. Korhut,216.0
4275,S. Piette,202.0
4276,N. Ortigoza,158.0
4277,António Filipe,142.0
4278,M. Pereira Lage,222.0
4279,Jean Cléber,200.0
4280,O. Danchenko,219.0
4281,C. Pantilimon,147.0
4282,Guillermo,219.0
4283,O. Vizcarrondo,131.0
4284,E. Aguirre,232.0
4285,Edu Machado,217.0
4286,H. Dean,177.0
4287,D. Andrade,220.0
4288,D. Martínez,214.0
4289,C. Bryson,218.0
4290,B. Başaçıkoğlu,229.0
4291,K. Mrabti,236.0
4292,M. Fraga,165.0
4293,I. Oblyakov,209.0
4294,S. Logan,223.0
4295,D. Kaiser,216.0
4296,D. Silva,217.0
4297,A. Nwakaeme,221.0
4298,J. Sambenito,209.0
4299,Toribio,184.0
4300,M. Yumlu,147.0
4301,A. Milošević,180.0
4302,D. Nounkeu,206.0
4303,M. Barragán,214.0
4304,M. Ilaimaharitra,200.0
4305,H. González,139.0
4306,J. El Yamiq,209.0
4307,João Teixeira,222.0
4308,M. Doumbia,235.0
4309,R. Brégerie,160.0
4310,A. Diallo,166.0
4311,M. Bruno,220.0
4312,J. Faussurier,214.0
4313,C. Wickham,179.0
4314,A. Abrashi,217.0
4315,K. Nakamura,177.0
4316,Suso Santana,240.0
4317,J. Bowen,221.0
4318,Garrido,133.0
4319,E. N'Dicka,191.0
4320,J. González,224.0
4321,M. Suárez,206.0
4322,Y. Andreu,201.0
4323,J. Obita,225.0
4324,Z. Erdal,210.0
4325,L. Capezzi,187.0
4326,Elsinho,212.0
4327,D. Asprilla,213.0
4328,S. Torrico,149.0
4329,Léo Gamalho,154.0
4330,J. Plašil,177.0
4331,T. Darikwa,219.0
4332,Guilherme Sityá,225.0
4333,Escassi,197.0
4334,G. Achilier,156.0
4335,Verza,155.0
4336,B. Salamon,157.0
4337,A. Forshaw,207.0
4338,J. Quiñones,133.0
4339,W. Camacho,217.0
4340,T. Buffel,194.0
4341,Xisco,174.0
4342,Adeilson Gesser,233.0
4343,Roderick Miranda,142.0
4344,N. Besara,216.0
4345,D. Zbozień,203.0
4346,J. Cuero,245.0
4347,R. Coly,213.0
4348,K. Müller,166.0
4349,R. Zozulya,225.0
4350,R. Mphahlele,192.0
4351,K. Lee,202.0
4352,B. Koita,208.0
4353,Heltinho Melo,226.0
4354,Nascimentardo,225.0
4355,P. Barrera,219.0
4356,R. Pucino,218.0
4357,Miguel Rodrigues,187.0
4358,C. Pinares,226.0
4359,A. Gonçalves,201.0
4360,K. Musona,240.0
4361,Tiago,219.0
4362,N. Leiva,219.0
4363,A. Schiavone,207.0
4364,Manuel da Costa,161.0
4365,S. Hierländer,217.0
4366,Bruno Alves,175.0
4367,J. Velázquez,193.0
4368,M. Chanot,151.0
4369,O. McBurnie,193.0
4370,J. Onomah,212.0
4371,M. Madl,178.0
4372,Cucurella,225.0
4373,C. Araujo,211.0
4374,M. Hartmann,155.0
4375,M. Spiranovic,169.0
4376,Chong Te Se,193.0
4377,M. Albornoz,217.0
4378,A. Nukan,139.0
4379,L. Szukała,125.0
4380,E. Perlaza,212.0
4381,M. Dal Hende,217.0
4382,Emerson Avintes,191.0
4383,Saberto Botelho,190.0
4384,J. Dahlin,147.0
4385,Martin Cordeia,190.0
4386,A. Oukidja,168.0
4387,B. Angulo,233.0
4388,S. Burchert,155.0
4389,Nélson Monte,184.0
4390,D. Rojas,206.0
4391,Charles,146.0
4392,H. Wolf,227.0
4393,E. Videla,213.0
4394,P. Ledesma,187.0
4395,R. van Drongelen,179.0
4396,F. Jensen,207.0
4397,Artur,212.0
4398,Edgar Costa,223.0
4399,S. Martínez,197.0
4400,D. Fisher,220.0
4401,L. Clarke,183.0
4402,T. Hubočan,202.0
4403,Dani Castellano,213.0
4404,Javi Castellano,178.0
4405,P. Olkowski,218.0
4406,M. Caligiuri,206.0
4407,Marlion Rolim,209.0
4408,D. Burn,138.0
4409,S. Schwab,202.0
4410,O. Aina,218.0
4411,A. Mina,156.0
4412,S. Guirassy,199.0
4413,L. Paqarada,216.0
4414,J. Sánchez,224.0
4415,J. Wallace,219.0
4416,Jota,223.0
4417,Jesús Imaz,222.0
4418,Dani Hernández,148.0
4419,K. Diatta,244.0
4420,X. Chavalerin,199.0
4421,G. Tzavellas,192.0
4422,O. Omoijuanfo,208.0
4423,S. Dimitrievski,141.0
4424,Eltildo Bessa,257.0
4425,B. Marshall,210.0
4426,N. Mendez-Laing,224.0
4427,Álex Martínez,207.0
4428,Z. Bakkali,246.0
4429,G. Gimbert,175.0
4430,M. Gajić,199.0
4431,S. Aigner,217.0
4432,P. Köpke,226.0
4433,F. Klos,175.0
4434,K. McLean,220.0
4435,M. Olsson,220.0
4436,C. Nyman,229.0
4437,O. Estupiñán,199.0
4438,B. Wright,189.0
4439,J. Bednarek,178.0
4440,L. Vibe,243.0
4441,O. Jiménez,123.0
4442,Alejandro Rodríguez,223.0
4443,T. Elphick,157.0
4444,David Ferreiro,241.0
4445,M. Gobbi,176.0
4446,R. Insigne,229.0
4447,N. Gyömbér,152.0
4448,Túlio Sandoiro,206.0
4449,Hélder Barbosa,221.0
4450,B. Sako,209.0
4451,M. Domizzi,128.0
4452,P. Oniangué,200.0
4453,P. Onuachu,185.0
4454,F. Balmont,176.0
4455,Antoñito,240.0
4456,A. Baby,224.0
4457,B. Petković,159.0
4458,Nélson Lenho,201.0
4459,Gumbau,149.0
4460,C. Aboagye,238.0
4461,Y. Erdoğan,239.0
4462,Paulinho,212.0
4463,J. Cooper,162.0
4464,S. Malone,210.0
4465,M. Maloča,192.0
4466,G. Berardi,218.0
4467,Samu García,201.0
4468,T. Derijck,170.0
4469,A. Khalili,205.0
4470,Y. Endo,173.0
4471,E. Kaçe,219.0
4472,D. Machado,215.0
4473,S. Plavšić,244.0
4474,H. Reed,198.0
4475,S. Klaiber,212.0
4476,J. Boga,226.0
4477,D. Contento,204.0
4478,S. Padoin,205.0
4479,D. Foulquier,198.0
4480,Paco Montañés,245.0
4481,T. Dingomé,212.0
4482,D. Kądzior,228.0
4483,E. Taşdemir,228.0
4484,P. Coutts,202.0
4485,D. Dumić,154.0
4486,Juan Carlos,181.0
4487,S. Privat,201.0
4488,G. Montiel,224.0
4489,João Gamboa,194.0
4490,A. Zhirov,154.0
4491,M. Tosetti,214.0
4492,André Milazisco,142.0
4493,M. Colin,216.0
4494,F. Jozefzoon,243.0
4495,D. Moor,172.0
4496,A. Turan,141.0
4497,O. Bayram,231.0
4498,S. Bossut,158.0
4499,J. Irvine,211.0
4500,D. Biraschi,190.0
4501,A. Bouchalakis,196.0
4502,A. Voglsammer,213.0
4503,Son Jun Ho,184.0
4504,A. El Said,219.0
4505,A. Yiadom,224.0
4506,W. Sobota,247.0
4507,I. Latovlevici,213.0
4508,B. Leal,184.0
4509,E. Zelazny,131.0
4510,A. Brignoli,117.0
4511,K. Narey,225.0
4512,M. Pugh,213.0
4513,S. McTominay,190.0
4514,Fabrício Baiano,203.0
4515,F. Navarro,226.0
4516,R. Bajić,195.0
4517,M. Le Bihan,203.0
4518,A. Rentería,221.0
4519,A. Leya Iseka,218.0
4520,André Moreira,146.0
4521,C. Gülselam,178.0
4522,M. Rodríguez,218.0
4523,G. Litteri,208.0
4524,Raphael Rossi,177.0
4525,B. Kamara,127.0
4526,R. Oshima,244.0
4527,L. Bruins,193.0
4528,N. Kebano,231.0
4529,Wiliam Santinho,119.0
4530,L. Sadiku,196.0
4531,Y. Barbet,196.0
4532,Javi Moyano,222.0
4533,J. McLaughlin,184.0
4534,M. Büchel,225.0
4535,B. Oviedo,228.0
4536,J. Osorio,219.0
4537,Wagner Orsinho,215.0
4538,J. Elías,205.0
4539,Evandro,212.0
4540,Manu Morlanes,218.0
4541,K. Großkreutz,200.0
4542,T. Kessler,158.0
4543,M. Beevers,155.0
4544,D. Gastaldello,143.0
4545,P. Faragò,194.0
4546,C. Ramírez,185.0
4547,I. Bennacer,209.0
4548,O. Coulibaly,201.0
4549,Alex Alegría,177.0
4550,C. Adjapong,218.0
4551,Dorado,147.0
4552,J. Walters,195.0
4553,A. De Sart,202.0
4554,Luisinho Conradi,221.0
